"Type","OriginSimple","ReviewStatus","NumberSubmitters","labels"
"Deletion","germline","criteria provided, single submitter",2,"1"
"Deletion","germline","criteria provided, single submitter",1,"1"
"single nucleotide variant","germline","reviewed by expert panel",9,"1"
"Deletion","germline","reviewed by expert panel",8,"1"
"Deletion","germline","criteria provided, multiple submitters, no conflicts",3,"1"
"Deletion","germline","reviewed by expert panel",3,"1"
"Deletion","germline","reviewed by expert panel",2,"1"
"single nucleotide variant","germline","reviewed by expert panel",7,"1"
"single nucleotide variant","germline","reviewed by expert panel",10,"1"
"Deletion","germline","criteria provided, multiple submitters, no conflicts",2,"1"
"single nucleotide variant","germline","reviewed by expert panel",18,"1"
"single nucleotide variant","germline","criteria provided, single submitter",2,"1"
"single nucleotide variant","germline","reviewed by expert panel",13,"1"
"single nucleotide variant","germline","criteria provided, single submitter",2,"1"
"single nucleotide variant","germline","reviewed by expert panel",12,"1"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","reviewed by expert panel",12,"1"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",4,"1"
"single nucleotide variant","germline","criteria provided, single submitter",2,"1"
"Deletion","germline","criteria provided, multiple submitters, no conflicts",4,"1"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",4,"1"
"single nucleotide variant","germline","reviewed by expert panel",15,"1"
"single nucleotide variant","germline","reviewed by expert panel",7,"1"
"single nucleotide variant","germline","reviewed by expert panel",6,"1"
"single nucleotide variant","germline","reviewed by expert panel",12,"1"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",3,"1"
"single nucleotide variant","germline","reviewed by expert panel",4,"1"
"single nucleotide variant","germline","reviewed by expert panel",19,"1"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",7,"1"
"Deletion","germline","criteria provided, single submitter",2,"1"
"single nucleotide variant","germline","reviewed by expert panel",6,"1"
"single nucleotide variant","germline","reviewed by expert panel",8,"1"
"single nucleotide variant","germline","criteria provided, single submitter",3,"1"
"Deletion","germline","criteria provided, single submitter",2,"1"
"single nucleotide variant","germline","reviewed by expert panel",6,"1"
"Deletion","germline","reviewed by expert panel",9,"1"
"single nucleotide variant","germline","reviewed by expert panel",4,"1"
"single nucleotide variant","germline","criteria provided, single submitter",1,"1"
"single nucleotide variant","germline","criteria provided, single submitter",1,"1"
"Deletion","germline","reviewed by expert panel",5,"1"
"Deletion","germline","reviewed by expert panel",8,"1"
"Deletion","germline","reviewed by expert panel",3,"1"
"Deletion","germline","reviewed by expert panel",8,"1"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",17,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",14,"0"
"single nucleotide variant","germline","criteria provided, single submitter",2,"0"
"Deletion","germline","no assertion criteria provided",1,"1"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",3,"1"
"single nucleotide variant","germline","criteria provided, single submitter",2,"1"
"single nucleotide variant","unknown","no assertion criteria provided",1,"1"
"single nucleotide variant","unknown","no assertion criteria provided",1,"1"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",3,"1"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",5,"0"
"single nucleotide variant","germline","criteria provided, single submitter",2,"0"
"Duplication","germline","reviewed by expert panel",10,"1"
"Duplication","germline","reviewed by expert panel",17,"1"
"single nucleotide variant","germline","reviewed by expert panel",11,"1"
"Insertion","germline","criteria provided, single submitter",1,"0"
"Indel","germline","criteria provided, single submitter",1,"1"
"single nucleotide variant","germline","reviewed by expert panel",7,"1"
"Deletion","germline","reviewed by expert panel",6,"1"
"Microsatellite","germline","reviewed by expert panel",5,"1"
"single nucleotide variant","germline","reviewed by expert panel",5,"1"
"single nucleotide variant","germline","reviewed by expert panel",5,"1"
"Deletion","germline","reviewed by expert panel",6,"1"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",5,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",4,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",3,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",10,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",6,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",8,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",6,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",4,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",4,"0"
"Deletion","germline","criteria provided, multiple submitters, no conflicts",7,"1"
"Deletion","germline","criteria provided, multiple submitters, no conflicts",4,"1"
"single nucleotide variant","germline","reviewed by expert panel",10,"1"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"Deletion","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, single submitter",2,"1"
"single nucleotide variant","germline","reviewed by expert panel",5,"1"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",4,"1"
"Duplication","unknown","no assertion criteria provided",1,"1"
"Deletion","unknown","no assertion criteria provided",1,"1"
"Duplication","unknown","no assertion criteria provided",1,"1"
"Duplication","germline","criteria provided, multiple submitters, no conflicts",7,"1"
"Deletion","unknown","no assertion criteria provided",1,"1"
"single nucleotide variant","unknown","no assertion criteria provided",1,"1"
"Deletion","germline","criteria provided, single submitter",3,"1"
"Duplication","germline","criteria provided, single submitter",2,"1"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",3,"1"
"single nucleotide variant","unknown","no assertion criteria provided",1,"1"
"Microsatellite","germline","reviewed by expert panel",9,"1"
"single nucleotide variant","germline","no assertion criteria provided",1,"1"
"Deletion","germline","criteria provided, single submitter",1,"1"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",3,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",8,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",6,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"Insertion","germline","criteria provided, single submitter",1,"1"
"Deletion","germline","criteria provided, multiple submitters, no conflicts",5,"1"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",4,"0"
"Microsatellite","germline","criteria provided, multiple submitters, no conflicts",4,"0"
"Deletion","germline","reviewed by expert panel",4,"1"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",3,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",7,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",3,"0"
"Deletion","germline","criteria provided, single submitter",1,"1"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","reviewed by expert panel",4,"1"
"Duplication","germline","reviewed by expert panel",7,"1"
"Deletion","germline","reviewed by expert panel",5,"1"
"Deletion","germline","reviewed by expert panel",4,"1"
"Duplication","germline","reviewed by expert panel",8,"1"
"Microsatellite","germline","reviewed by expert panel",10,"1"
